business_id,breakfast,lunch,dinner
PBYDlb88SAWHiQgqJJ67hQ,False,False,False
LV-oONzEA22qiBEFK1sckA,False,False,True
E7VRsyNQWPteH6_qI4j7bw,False,True,True
db04aHdl79B5OUo_tknYZw,False,True,True
VbEK6-etnKKaPamrG2jWjQ,False,True,True
Mn6PbumS7GL2v3jPilTaeg,False,True,True
fJVrLAFaqcvzt1QAw12Uxw,False,False,False
yi9725wjRYYEoF-xE47_ig,True,True,True
q6LaVR4FlIyRC9yWIW5IXg,False,False,False
Mufm5Fot_GS2wNx2TpLfcg,False,False,False
3X-SMnyYq77IYEnyCp-TtQ,True,False,False
9Jc3W0aR9Xf2gcHI0rEXsw,False,False,True
fq6qlXprwSzSUr0RKE_0rA,False,False,False
X1Y2II3AYdoxa70nTTfUPQ,False,True,False
zQmHSe6IOiSNF84m9BVZ8A,False,True,True
tHwNWbjsgIedLw0FLmBHyg,False,True,True
SU56w479vUfFHsvmvQIf7A,False,True,True
yKPY_6w7HNb0QhA3DcxvPw,False,False,True
CIu7ybFJhERiWzugrkPb8g,False,False,False
n_o2DAmDBAZ-RjVDSY-5uQ,False,False,True
L2W0QLXIIR5MEmhQwZk-iA,False,True,True
JrohSmutzhdJ5QGRMtaojg,False,False,False
uuGlYAIvYAX1q1KhpY6dtA,False,False,True
bSY97kgQpJ5BrpgW40V1qg,False,False,True
ku6NGJSMJ5RwKnHrzVBQcA,False,True,False
7EZ4Eu7YJ1ltRCC5jXFJrQ,False,False,False
NmOBomyz63TP9Nn2q4Z1rg,False,False,True
HnbkGxUs7oWKYDeB-Pk82Q,True,False,False
FfHpj1QcW510pA3CS354xw,True,True,False
-Ylpy3VyRWwubf9dysuwjQ,False,True,True
W-YhRJOSezqESSas-oLArw,False,True,False
OETh78qcgDltvHULowwhJg,False,False,True
fAo-3jt3oD69nwnr5M6FLQ,False,False,True
FgPANtTwZqXB-edLkZTXQg,False,False,False
l4E8kiB13FWV1p_rGYJLig,True,True,True
60k9jrzsQ-uO8dlQuUIjQg,False,False,False
Ae91-YlrGnHKq7KXD1WDxw,False,True,False
kICgNgVRkIh4doz0atyMMA,False,False,True
Lau3N654yNyWdIIybea1uA,False,False,True
V9eIbZwaOJ7YeMy5bPVm6w,True,False,False
qi7PnlfceCl3otbEUWz75w,False,True,False
zq34Nb2zekXVI0G5Ip-Y4w,False,True,False
WK542yG4t2PUvaBOkjcwNA,False,False,False
68jn0s0snbO5dhasLaVvDw,False,True,False
78TC3sZSYBzBsSJ0z5pyhw,False,False,True
1tV2_4oHJTUB9ZFJfOgowA,False,True,True
gNhxs9nPUSkVBSSIRQOgaA,False,True,True
aC4acQbkuD7_JizCiFBuDQ,False,False,False
xDj6VQrMtbKrz8NSkJv_XA,True,True,False
u0YYkO2CeD3JFCkR1wSMog,False,False,True
y3EkxHO-qPODtzs_D6E7Rw,False,True,True
z65wZ11iw7Y-WBZ9UDZhnA,False,True,False
lwxYmWqjmEZ0ukCsXC9Pfg,False,True,True
eFsfPHkGGycHXCTyV8uFcg,False,True,False
n0bg7kf6HcpFchCtxJyc5A,False,False,True
Vjzg0VOQsBWw1TA3iLol-A,False,False,False
4mYPOzBokDgz307TW2EIKw,False,False,False
IV2CLIAAvF40lIFsu0BJtg,False,True,True
Uxm9N6jwmJybOv1NcBbnRw,False,True,True
dKdApYVFDSNYsNOso6NYlA,False,True,True
YfpcrQbCMDE89aAlqg1SJQ,False,True,True
Dxaz8OxaadecnWol18kAtw,False,False,True
lSsuhdM4-Awp3m6-PSrMmg,False,False,False
vW65SNLam99SyOuVagNuvg,False,False,True
8Q6jl7OW8DZzwANggDspcw,False,False,False
4v5ZLpmNn13Mze1w_XfWHw,False,True,True
U1vRCl0GoHF2xSb782sciw,False,False,False
ggqmML5wN5RFv5QtHQw4iA,False,True,True
3XE-poXz9CeDao-Q7pqkTw,False,False,True
PsRvJffbQdaHhK9xHxB06A,False,False,False
SRUHJIKqhvKu2BFDTSoPww,False,True,False
gUjohbxvaPoHrw41FwkVOA,False,False,True
COq9tlt6lPGUiMbEpHmv_w,False,True,False
8cn8zqkyz-UpGKXcKeIRYA,False,False,False
fTtkz2RhWNAp6jKiIzXf_A,False,True,False
U1_89WxlRg9DjhCDyF368A,False,False,False
USYuX1n1ySv5kd3Fjs-efw,False,False,False
eoBeah3ZXruU1E5Fs1nSaQ,False,False,False
BjLXhrKdB3I3f3ODy0INRw,False,False,True
nDKcQkh8vZkY_u1kyww44g,False,False,True
KaGZE0_o1EmmSN4Fo_cpUw,False,True,True
pmoIMK8zGWvKsVOPDBYfzg,False,False,True
35fWtS1LZkaZ-ooKupJ1XA,False,True,True
kJAmLFgiIjtjULunpr3NNg,False,False,True
9lqPRnnxUA47dacFK9lhtQ,True,False,False
97TVQZZo_2nMDTeWvqfXXg,False,True,False
Lu4pQHQCRXI773PeP3PjTA,False,True,False
yP3tjunvqenEiKSZb9mwmA,False,False,False
RwMLuOkImBIqqYj4SSKSPg,False,True,True
Rj-7ymdw8aNZBRqGRAjR3Q,False,True,True
IbM5QRE49iYflclZ2WBpEA,False,False,False
bK_eTLw_uEuEyMzdZlKN6A,False,False,True
WTt8_zwy4IXaB2QnuiQP1Q,False,True,False
AVtNuwwdgWWm2CZqRe5pKQ,False,False,False
G9OOkWH5rLHN3DKNPMv1lg,True,False,False
m1BL2XSBqnqP1qfmbrKmug,False,False,True
xiAiahsdBfTxYCFfvZmMfQ,True,True,False
aDkbxQb4CVXuV9tJx22ukw,False,False,False
aKEEQqL1UFMieilnylI1gw,False,False,True
UFthIIorkchiGj_5ThZ1Uw,True,True,True
zBFhe2VVjhQZPieaG0ydBA,False,True,True
4hG2j_ibsNblDgqei05U_g,False,False,True
3aKRYHFXMjKiaSAsVH4qiw,False,False,True
_j750dvyAFCkd0OzPOV09Q,False,False,False
zaxK3ea92mvEBRy-jttngg,False,True,True
HoKXKkW8oC9q8XnjKLulRw,False,False,True
YeKw_NtI8E0iUfNbrk5nhw,False,False,False
K7lWdNUhCbcnEvI0NhGewg,False,True,True
vPWvyl9gxmuOIXDBL6lSpw,False,False,True
qUVnqIEYNbkHdUffYITr-Q,False,True,False
f0160VdQERs6Y6Aq-Chvfw,True,False,False
fXSOxjL7FP_sVew1gXnOIw,False,True,True
cM4R0NNWdS2NSZga7bxCRQ,False,True,False
wjZ12shpUWAy4Boy0G5z1g,False,False,False
gBfPyzPRmeOaj3SdcIj0Rw,False,False,True
ueko6OhJaHNDy1Ynfrb3vw,False,True,True
vLkKorA1gPS97Zj0_WKA0Q,False,False,True
2zufEbSI_D8t3WPCgShw-w,True,False,False
LPnGdeEJyMMO02e02PqZBA,False,False,True
Ls89UV4aSRE8eW2Pj_LaWg,True,False,False
5pmZjodq-9PZ0gDn5epHVw,False,False,False
EzvQSacRpQhFU_p8NgiVJw,True,True,False
HQBtr9-GtWE566ZoUNf5TA,False,False,False
gtgwlSNqDAehi723uMdpIg,False,True,False
NlGDKsTOLKyHJ0mgS_gWJQ,False,False,True
_ng1XrWNbJZgAsqZlyb7cg,False,False,False
L7SKlQ4hH12eIqmabXzE0Q,False,False,True
91JwvxaCYhLWnAOWp_AmeQ,False,False,False
VNNCmRTGq4QOT0uHdWVQmA,False,True,True
djbZ5uQPKw9N4Dq9QXhdNw,False,True,True
2Mp53KxlGeZJkodTuqpVow,False,True,True
XnJeadLrlj9AZB8qSdIR2Q,False,False,True
OjAEW_EO1CKHFiioc-PsRw,False,False,True
CxE5OE_t29h_wqqK1BsoFA,False,True,True
Rb2s2-2kIvbPXnPEuM_OBg,False,False,True
-dGORHtjPRnQzTZ2-SYa_g,False,False,False
hb2u9dUQkbWYIHhXCiFsrg,False,False,False
AUZQbqGldMpNURXCh-UuUQ,False,False,False
81WMGpA8CVYlPhuhZatkXw,True,True,False
Ehy00JWQixgoXzisVKhvag,False,True,True
7WHAdFHiHLmNJN72M_AKYQ,False,True,False
5i-SK1EztIn6YnhcRvatTQ,False,False,False
cdRcqdqA4CH6DZk2CIRKwQ,False,True,False
fWEfX14W2_7GDOJBSQQU9Q,False,True,True
O_C-2kZMHGnq3ZDL_OaG6Q,False,False,True
y5fwt6pAKnvYOSn-xOUepA,False,False,True
zPEYgVqJ2QNKi45FJi2jvg,False,True,False
LQZ2yBIAFmXYbDD0Z2Nhug,False,True,True
MP9LqzWeWTuMU4VkZo_M2w,False,False,False
K0j_Znzin0jShXVnpvW86A,False,False,True
vYOtdnBm-45KQiiHj8jqaw,False,False,False
CCRgGKhzxSpl38w7yhqKUw,False,True,True
fxoKYMF5V87rea7Os368Qg,False,False,False
da17_EW7GaYZWw1Z1JKSmw,True,True,False
3nf-a84p8LC41_WAIvJPjg,False,True,True
LtXy1VinKWfuLFslVarKRw,False,True,False
aoXb8mDCyb-XbkITiIfYVA,False,True,False
h9r-Uif_y0b6x80IJFzXLA,True,True,True
tFC0oaQO0wpwMIaJyUSsAQ,False,False,False
eh127ASMZstrELE0K0XADw,False,True,False
OcHZMxSYubLUg64aBU27sA,False,True,False
-3zffZUHoY8bQjGfPSoBKQ,False,False,True
H8qpFitIesth86zqR4cwYg,True,False,False
ghDNHpqETRJGxG5iUtaZtw,False,True,True
ANAGlfG4ELW3jiO62GQ1zw,False,False,False
qKys2eEhVt5A7NUYMn7o7Q,False,True,True
C2QQN6wmEBSCcohrMP7s5A,False,False,False
hXY9Yq0nOLgHsWLbjam--A,False,False,True
QhMhM3Mhokv6V-H0MRuYTg,True,False,False
mhDG_wtuyTDr-c0rgfEMpQ,False,False,False
WqjHEdAftag4ixm09POepQ,False,False,False
dA_Xl2A45YVc9nnYLK0oqA,False,True,False
G5or_Fra4-6IYOVlm_dI2Q,False,False,True
PwpSY0vO3XlQXKOuqiqZMQ,False,False,True
HhVmDybpU7L50Kb5A0jXTg,False,True,True
16Fplxu-OwVmTEFxQAUP4g,False,False,True
irt97q32ROIgQJOEqseebQ,False,False,True
U4ncU-YfIipnTetJDZLGlw,False,True,True
YhCAJ8acd1X7GkCHPhD8Xw,False,True,True
DnalbBqgX7afqSYgO5R8iQ,False,True,True
AyEtowSGi9vx0-xFfrgjWw,True,False,False
0lxyY2bwmpde2QHcnh8fZQ,False,False,True
Qj1BoynaIVZiKEe8Peq3_g,False,False,False
zY_YAwo4On0aqOABS-1cBA,False,True,False
dOZXF4OwDaXXB3NYA7xj8w,False,False,False
hLRorEsACIyya9gA9C3BdQ,False,False,False
W90h9VXUSdRz1_uJhweVPQ,False,False,True
fAlKTsfsUF6A5iujEI2Z1w,False,True,True
2LZGeJy8qByYKB71ML-jcw,False,False,True
rTS8LsUmNIiXsXydE49tPA,False,True,True
hAHa78Q1os9Gvuq6Uti-0A,False,False,False
WX8cx6tfFcEn0cK4cIbWag,False,True,True
YLL7tZjII-lsEprbfVkMzQ,False,True,False
zU9w_xRlQSRIYXxGo-HSOA,False,True,False
oBdseQ_SP2Du7oY6-0YUSw,False,False,False
loSgYD9dHOsjjm7QCly5qw,False,True,True
M1hEQVMiND1rbiT8mo2j0g,False,False,True
zkhBU5qW_zCy0q4OEtIrsA,False,True,True
R6jpwPBe9edy0P64uyaLKA,False,True,True
Ki8seQY5mtXc36xjoMfeDA,False,True,True
zkuCoXFQOceyNaPJLUDZzA,True,False,False
-U7tvCtaraTQ9b0zBhpBMA,True,False,False
ZCQa7CJxZ-53Zxd_pobWug,False,True,False
ruWTngdiC68O9la27hvvHw,False,False,True
e-P17ZVKGvnBT58pqtxQeA,False,False,False
hdZ_4Vd9opGm5UajNUuhwA,False,False,False
7fxebHYUwIF6CakxSr70iQ,False,False,True
lzQxNWlUVXJM2uqBeZafaQ,False,False,False
oi3FWENKZ5y_bDCpEb8yOw,False,False,True
Qe71AVaQZW9EbATLpCec0Q,False,True,True
xEH00X_VoRepWKXQrragmw,False,True,True
d_N_4ZwgzQjI-J0iEfM5CQ,False,False,False
qABb9Wzdn51VcNHdp_Qhpg,False,False,False
9wxxjUKdaiWeK0fGxSYhzQ,True,False,False
Z6bIu9gOxDbr8DjrbxIn1g,False,False,False
VR8QvH2g-jEG5EfMzA_G9w,False,False,True
nGqCSg5ei7wYwaKFBN-8FA,False,False,False
wTDsirjG5uWh9go8RLvJcQ,False,True,True
dP1_wP59hvVDWNzFFS_6YQ,False,False,False
BEplfZTUzYwApjMUaOA12w,False,True,True
SnMUTGhY2nW2Ldb0QJAjAg,False,False,False
mGCOI83lIiDfc4cEOtmZlQ,False,True,False
EWmYNndtI9G0c2lI58vQWA,False,False,False
P7pxQFqr7yBKMMI2J51udw,False,True,True
0xzmIBsJQc5eUNLucFrZ0Q,False,False,True
5ZyF-uAb4RVN05THprS3IQ,False,False,False
HojKatUfX4UHWaPqtl63NQ,False,False,True
By7P2EBBvhqoSDj8PnQa8g,False,False,True
SwrRrGM-clSCBqC9aZJ1KQ,False,False,True
d_L-rfS1vT3JMzgCUGtiow,False,True,True
udh__7erx4PuM5quw8zuVg,False,True,True
6Vyp-9i1jzwK_bvisuPJpQ,False,True,True
CdxWhFBtjl0LBqlQEfxX8A,True,True,True
azIZRqX_1qbp0_6GKSgSAA,False,False,True
BORPULADzZV6_LJZzcsywQ,False,True,True
iH6heFdMwPXk9GIO6PwUvA,False,True,True
j7ooAJoKOgjT1_ARsFECZg,False,False,False
XZbuPXdyA0ZtTu3AzqtQhg,False,False,True
_hML_SleB40KkUrMHOZ_-Q,False,False,True
KiTHWMK20GvgPvpHSzTHTg,False,True,False
dubu2kN3Y9EB4uYGFWa0MQ,True,True,True
YnmtUJGqQIQL9tz1MRyfqA,False,True,True
Q4AWWdBWe_ojYX1a4ffXFQ,False,True,True
0AQnRQw34IQW9-1gJkYnMA,False,True,True
bizdJ-aiyYd2aBVa_f1RXA,False,False,False
FooKqQJ3UnsIG2slFPuLRA,False,True,False
lmxA0dJM0XsPCIHPXhEQ-g,False,False,True
XVjTeFc18ihrT06SU3rnUw,False,True,True
klddGAcNIpE_aB5sd1hNXw,False,True,False
KOPittXGiS_CpoAYdPpqGQ,False,False,True
mgc8BmE6Tdt4MVOy6siZoA,False,False,False
4Pb7SlTK89uSdqOwMNM35A,False,True,True
3j_mvJHnT7nJd7su_7zazw,False,False,True
sE5VWCcRZ_jzbmOdXEIj8w,False,True,False
Fv3jcRVP8WBEdTR8E4l1hQ,False,False,False
-jEyZSptICvvaNhuur9rUg,False,False,False
b-RSw4G3HJvGfwvRLzuLPw,False,True,True
TXS-9SUkjpZFz29XOB1SPg,True,True,True
I4Nr-MVc26qWr08-S3Q1ow,False,True,False
ABJjxuO6oh5D9R48-eAUdQ,True,True,True
ZQ4iaZ-9952plCoDEryMjA,False,False,True
mqIpIqxnT7f94eilrNkZOw,False,True,False
VIH-XvIPwAh3NqLmDbvZKw,False,True,True
ta8x5JgBJnKaDWfYvpEYnw,False,True,True
TN89zi12H1TXgFoELFCE4w,False,False,False
naRs_pZV1k6ANa6Hd_VHsw,False,False,False
etid3CozFvEOFcvDwHXsDw,False,False,True
H-WYHSzXPWS9Avj0W6SRpg,True,True,True
VJNR3RGqrgi-LRu70eL4sg,False,False,False
lKq4Qsz13FDcAVgp49uukQ,False,True,True
jbbFSVdIrac2QBuSV-NBLw,True,False,False
Nv8p5Hpf3dfAPx14yoRaBA,True,True,False
Uux8P1ruzjPTQgOeYx68rg,True,True,False
1CR2ddUcjYYwRd5JLtiRrw,False,True,True
55FnSahXfQoiueQjrKC86w,False,False,False
xfWdUmrz2ha3rcigyITV0g,False,True,True
c61LbN1s5qF-k52ReVbQjQ,True,True,False
-oUM2uISux96lMGeawHIOA,False,True,True
UZYTFPPJuO2qOP1S2NkAtQ,False,True,True
emCZVTnhkDEQUaAz5wJq1w,False,True,True
dYMhfzyZyklXELmYq_wfKg,True,True,True
5VXlHFrYZZzj7zfZEsz5nQ,False,True,True
yEyA7uILKG97qnyx3K2WAg,False,False,True
EEePiBwchl-TIBVcTdE0RA,True,False,False
Cde8PHRM5c359-dnCUk7KQ,False,False,True
EkuSy_kM8dpGrlb2pTxCBw,False,False,True
BvV9SSaQhC4fvpC3XyQjjA,False,False,False
LN0JGAl8Rr_r_5t_X8Kz6g,False,False,True
07AZL5XenCQ_-op_onKLdw,False,False,True
h2RbC1Lu20L1GHim_p24WQ,False,True,False
Cni2l-VKG_pdospJ6xliXQ,False,True,True
uBCRRQJ4ukFaE_UyY6T1uQ,False,False,True
zTNFyAXMEkgVP-o_HTC2xw,False,False,True
JXAMnijxRrW-jXHGvDJzzg,False,True,True
VSKuaELhYMXOpLql_r4Z0A,True,True,True
nbQH8MXjxqsDzHRNTZ8esQ,False,False,True
pKk7jCFIm96qDdk0laVT2w,False,False,True
UN_6ebslv5cxdDmZAX3ivQ,False,False,False
-Bv-HHUs8aHzDrdWcZHn8w,False,True,True
ZrXYLXcEcDvYYBErmafobg,False,True,False
U-zsJM-VN89i3PbaIbKmJw,False,True,True
GTR39A2jwNIS_NV8q2r_JA,False,False,True
-Qkx7W0itbAApcG5lJuMFQ,False,True,True
ntfDRwVlUb3nmWdMdPjq0Q,False,False,True
v1qrnmnj_t7OoqBX_jHWVA,False,False,False
wtg854TL8XL454Nm7T1UJA,False,False,False
M7ZuMAutAtvplANHiOz_ug,False,False,False
ubz4CaZXagQuGv2N9gFAdw,False,False,True
VsewHMsfj1Mgsl2i_hio7w,False,False,True
FWBWBnM2zjycBI7QrayklA,False,True,False
zwddv6HjTjDx9fOr3MFtwQ,False,False,False
s2X_2ri_9Krm0xuciKCR-Q,False,False,True
yjME88ri8wpBDm6i0xoi9Q,True,True,False
TSHrEyqHJbBbjmnwwmEN8w,False,False,False
LQg6wHIu5SGsWI0U5siclw,False,True,True
LJvGjabschy4zGXwnAk2Wg,False,False,False
zcgArjObRzQRH6MaqTPDmQ,False,False,False
oqmdX4OskD9-9YGGsYw6LA,False,False,False
9R2UXiCt1DgV8Yhm3WX2KA,True,True,True
JIG5xGUdWbaaPeo3MDonYg,False,False,False
GMBvBDKgOT51xDTpGVphBw,False,True,True
YuiM5VKscO8rS1EX7f19_g,False,False,True
a3APDveO8DSEIp7o1f24hw,False,True,False
PWjgwphd2prhtqTPWwLbXw,False,True,True
5uk8eUTiRS_Y5p_EjnrfkQ,False,True,True
gdWy-x5KbCbMrwIwI87mMg,False,False,True
ijg7qQCYnhUWBd5JUxbfvA,False,True,False
JXYeMN_VyIZyrveANnIVpA,False,False,False
ujHiaprwCQ5ewziu0Vi9rw,False,True,True
63Qj5E-GzHJ6vhjhGR4XDw,False,True,False
mlXQFMNrCFgnOjQhylD9yw,False,False,False
KYr67K-Ot9HKkv90KaXL5w,False,False,False
Zdg1CnOe2zVDf5Egzf9RXw,True,True,False
MAuSh7NKoT__CQ4BumoayA,False,True,True
KRaxPApQv43oX6Dcv3jKQA,True,True,False
RSOinkOUpxm0mGw1IWr4Xw,False,False,True
uROK7Qw2-54oLn69gPHveA,True,False,False
SgGsN9Uc8bSkE0p5IAkMAQ,False,True,False
t8rluekhg8LVJXwbTYaZVQ,False,True,True
Ou8pYS24azDWG0ru_vUcqg,True,True,True
sppmLnZKcbQ6cR2JIFL84g,False,True,False
F0QPkgrcXx1xBxXT7Htuhg,False,False,True
4JNXUYY8wbaaDmk3BPzlWw,False,True,True
5exz18duMXvg91ZPdNX3eA,False,True,True
GZONBn0K1yp2aaD-l8debQ,False,True,False
QJatAcxYgK1Zp9BRZMAx7g,False,True,True
RsrVsDtlaFw96UAoWj0HWA,False,False,False
u73Cv9yp_gTGNhBvECSJGA,False,False,False
nR8QNgK8pLX2NbDnxNu1tg,False,False,True
_ixV2SWDy7w8jzEAHp85qA,False,False,True
KJsGM_gLm597KEJ95PUfsw,True,True,True
8SWZLawwzqwzbXpGQS7gBw,True,True,False
KpJ651uRlKORbZCvs6x6qQ,False,False,False
-JfncbVURtvuzBbof40o1w,True,False,False
SZEFE5hL7aN5nM-A44iPwQ,False,False,True
DGDBFpZk-NIvah4M7MtDDg,False,False,False
R_ZlcX46pPdjhjmfd043LA,False,False,True
Rd11Bosr8JkfoUhZLzpuxg,False,False,True
1aMxCG33wAoxjWoeRsl4BA,True,False,False
GDWWeeGW4d3tLWa21GhI8w,False,False,False
IOwTrStIy6NinyquhBrLZQ,False,True,False
-153AjTW5luZPK4omEujWA,False,False,False
ni4ppUp4oHq-OSSCgUIGiA,False,False,True
QpmotuTsf_nHT8RKViFMPQ,False,True,False
YQ--LJ7pvjiDSqNv0TuKTQ,False,True,True
1FAvxOUOGGyZoYNlAXACag,False,False,True
IWN2heYitkg-D4UdqfxcMA,True,True,True
UUGoM4q4i8rK2CBRS0xDAw,True,False,False
PYIk6aWfw8B8bO1mTn2rpQ,False,False,False
6WWXpMwIB7gTc4yZrkM-fQ,False,True,False
pik4ebdFa0UcUhnNkivFcg,False,False,True
zJ1kytRoyIHKqhl1DounBQ,True,False,False
5EIuCcoHY2evAhFMBV6G6g,False,False,True
c0ZerP3dvw3x2IWXzNKDyQ,False,False,False
PlMJAouo0D0ZXHkCDj6eeg,True,False,False
NJ2Oyy9MH0qxYiLnVHfPiw,False,False,False
d9YAMj9ldM4jyBNn5bIBrg,False,False,False
ai5dbb7P-qwt113PaJJCwg,True,True,True
L_ZLtfHvfzfoNVQ0-okTXg,False,False,True
nUpz0YiBsOK7ff9k3vUJ3A,False,True,True
rbcfYmJtqwIkk17IeOI5Kw,False,False,True
lVULxfPrpjnlOzF_jilRAA,False,True,False
ISeb4rh50T02uADLTok9TA,False,False,False
WNSdjFgR3vjeDQl7rKEGNg,False,False,False
RqTCCfUQJh_OpWwgOVWiDw,False,False,False
RycZOiohghoI0Ssg2Qqgqw,True,True,False
aBCqrJwXAHnTgO2e_l0v8w,False,False,False
XXW_OFaYQkkGOGniujZFHg,True,True,False
Y-S2LhHefBdnX8VP5Bh_JA,True,True,False
742D-FQL6glg1ek71G4R2w,False,False,False
l9oTh1HKQt_o4SN63cNNMw,False,False,False
ksuxxeP_V73Y4iKPeLq77A,False,True,True
4uiijOUDzc-DeIb2XcKW_A,False,False,True
36ckWelVitpgX16g7lecqA,False,True,True
NFOj3uboFzeNF5X-dWUd_w,False,False,True
u_8cVZyxh0J468zEZUjNDQ,False,True,True
JuO9QpkdmbTS95GSXh4dZw,False,True,True
w12x7UBSSRsdbp3ZqguG3Q,False,False,True
pfmr8R3WH8RXqW0W6D8ffQ,False,False,True
lQ9VmIWvM6v-rONPkYX8aQ,False,False,True
hLu4q64lPvF--9gd58lcPg,False,False,False
_XM07jbQGliVPwnAfyyGUA,False,False,False
FOw8d87D581CltNjk6t52g,False,False,False
OD71MBxh6lhoPx09zcepng,False,True,False
J7KlrDFrriWoRkIUVNRPbg,False,True,True
YRyYbOSwvHkZsZOLv98oQg,False,True,True
74C1z6cqEdvJVgETTcEodw,False,False,True
SpeZAJN0ACO_m3Z4mcqwpA,False,True,False
_YIC05xpnIMIkn5LVwKf9w,False,False,False
PXS-ptzCqz26yG-mfqUWGA,False,True,False
Xensz-o7iwV1jDhYCP8SBw,True,False,False
uuGL8diLlHfeUeFuod3F-w,True,True,True
bD9f8IT_-7d_Y0n2R24kUg,False,False,False
keBXqRRumQA-A5m4K7Zq5w,False,True,True
8menaxER6kxM_Lyi5tBmSA,False,False,False
QGAv-8tj5i4m4G-HDMnIbA,True,False,False
XWxYHSld0T2TfANwt1KmqA,True,True,False
GJ_bXUPv672YwNg4TneJog,False,True,True
5OqrwhtZ3mcmUSwLINZTWQ,False,False,True
m1RrPKgNleBoGYdnRRhmGw,False,False,False
